trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.001, 'e': 0.8319358038266718}",20,0,-73.28573705085078,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
186,False,"{'a': 0.001, 'e': 0.8311042838521256}",25,13,-35.04929161237834,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 0}",1
187,False,"{'a': 0.001, 'e': 0.8302735949819326}",20,12,-34.86414612992327,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
188,False,"{'a': 0.001, 'e': 0.8294437363854039}",20,13,1.5885535081823159,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
189,False,"{'a': 0.001, 'e': 0.8286147072326806}",20,0,-127.14838754371978,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
190,False,"{'a': 0.001, 'e': 0.8277865066947336}",20,0,-13.677933305304025,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
191,False,"{'a': 0.001, 'e': 0.8269591339433623}",20,0,-103.71323479550976,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
192,False,"{'a': 0.001, 'e': 0.8261325881511938}",30,3,-78.98379715367234,"{0: 19, 1: 3, 2: 3, 3: 1, 4: 1}",1
193,False,"{'a': 0.001, 'e': 0.8253068684916823}",20,0,-200.05240885734923,"{0: 9, 1: 1, 2: 5, 3: 2, 4: 3}",0
194,False,"{'a': 0.001, 'e': 0.8244819741391082}",25,1,-73.88541846911725,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 2}",1
195,False,"{'a': 0.001, 'e': 0.8236579042685769}",20,0,-71.58008367901634,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
196,False,"{'a': 0.001, 'e': 0.8228346580560184}",30,0,-72.00258092092565,"{0: 20, 1: 3, 2: 6, 3: 1, 4: 0}",0
197,False,"{'a': 0.001, 'e': 0.8220122346781865}",20,0,-19.93439623770379,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
198,False,"{'a': 0.001, 'e': 0.821190633312658}",25,0,-183.86778185940898,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 4}",0
199,False,"{'a': 0.001, 'e': 0.8203698531378311}",25,0,-64.87619955615367,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
200,False,"{'a': 0.001, 'e': 0.8195498933329256}",25,0,-90.77243693569136,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
201,False,"{'a': 0.001, 'e': 0.8187307530779818}",20,0,-158.70317354841234,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
202,False,"{'a': 0.001, 'e': 0.8179124315538594}",25,0,-143.01322740463866,"{0: 15, 1: 0, 2: 6, 3: 3, 4: 1}",0
203,False,"{'a': 0.001, 'e': 0.8170949279422366}",25,0,-210.32773371689788,"{0: 11, 1: 6, 2: 3, 3: 2, 4: 3}",0
204,False,"{'a': 0.001, 'e': 0.8162782414256099}",20,14,-0.7650457217730635,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
205,False,"{'a': 0.001, 'e': 0.8154623711872927}",20,0,-105.20863696450546,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
206,False,"{'a': 0.001, 'e': 0.8146473164114145}",25,0,-34.47742921413304,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
207,False,"{'a': 0.001, 'e': 0.8138330762829207}",30,0,-163.8858607822192,"{0: 17, 1: 2, 2: 9, 3: 0, 4: 2}",0
208,False,"{'a': 0.001, 'e': 0.813019649987571}",25,7,-95.25579568955338,"{0: 10, 1: 0, 2: 7, 3: 0, 4: 1}",1
209,False,"{'a': 0.001, 'e': 0.812207036711939}",25,5,-37.5514300668399,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",1
210,False,"{'a': 0.001, 'e': 0.8113952356434114}",20,0,12.27658140072035,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
211,False,"{'a': 0.001, 'e': 0.8105842459701871}",30,0,-60.868744238852464,"{0: 24, 1: 0, 2: 5, 3: 0, 4: 1}",0
212,False,"{'a': 0.001, 'e': 0.8097740668812763}",25,0,-111.82541551265834,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",0
213,False,"{'a': 0.001, 'e': 0.8089646975664998}",20,0,-59.57994515098045,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
214,False,"{'a': 0.001, 'e': 0.8081561372164884}",20,0,-27.016042790315865,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
215,False,"{'a': 0.001, 'e': 0.8073483850226815}",30,8,-139.47626085446853,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 2}",1
216,False,"{'a': 0.001, 'e': 0.8065414401773269}",20,0,-186.80679705075096,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 3}",0
217,False,"{'a': 0.001, 'e': 0.8057353018734796}",20,0,-48.547159517330506,"{0: 14, 1: 3, 2: 1, 3: 2, 4: 0}",0
218,False,"{'a': 0.001, 'e': 0.8049299693050015}",20,0,-102.43880887239804,"{0: 11, 1: 5, 2: 1, 3: 2, 4: 1}",0
219,False,"{'a': 0.001, 'e': 0.8041254416665596}",20,0,-91.79933712919235,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
220,False,"{'a': 0.001, 'e': 0.8033217181536265}",20,0,-69.58565697331093,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",1
221,False,"{'a': 0.001, 'e': 0.8025187979624785}",20,0,-179.5546025547308,"{0: 11, 1: 2, 2: 2, 3: 2, 4: 3}",0
222,False,"{'a': 0.001, 'e': 0.8017166802901953}",25,0,-140.61791739943789,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 3}",0
223,False,"{'a': 0.001, 'e': 0.8009153643346592}",20,0,-165.05819433503797,"{0: 10, 1: 1, 2: 5, 3: 2, 4: 2}",0
224,False,"{'a': 0.001, 'e': 0.8001148492945541}",30,22,-8.185284773306906,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
225,False,"{'a': 0.001, 'e': 0.7993151343693651}",25,0,-101.77354155317667,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
226,False,"{'a': 0.001, 'e': 0.7985162187593771}",20,0,4.530065163612329,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
227,False,"{'a': 0.001, 'e': 0.7977181016656743}",20,0,-97.03107989062178,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
228,False,"{'a': 0.001, 'e': 0.7969207822901396}",20,0,-82.90181242171822,"{0: 10, 1: 6, 2: 3, 3: 0, 4: 1}",0
229,False,"{'a': 0.001, 'e': 0.7961242598354538}",20,4,-92.53428327750026,"{0: 9, 1: 1, 2: 4, 3: 1, 4: 1}",1
230,False,"{'a': 0.001, 'e': 0.7953285335050939}",25,0,-92.04014516285653,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
231,False,"{'a': 0.001, 'e': 0.794533602503334}",20,5,-53.025054145115014,"{0: 11, 1: 2, 2: 0, 3: 1, 4: 1}",1
232,False,"{'a': 0.001, 'e': 0.7937394660352427}",20,0,-69.77807474105718,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
233,False,"{'a': 0.001, 'e': 0.7929461233066837}",30,0,-84.49535664689432,"{0: 23, 1: 0, 2: 5, 3: 1, 4: 1}",0
234,False,"{'a': 0.001, 'e': 0.792153573524314}",25,0,-62.786750463079294,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
235,False,"{'a': 0.001, 'e': 0.7913618158955839}",25,0,-145.41280035409528,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
236,False,"{'a': 0.001, 'e': 0.7905708496287356}",20,0,-77.82504054264557,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
237,False,"{'a': 0.001, 'e': 0.7897806739328027}",20,0,-117.66081231375134,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 3}",0
238,False,"{'a': 0.001, 'e': 0.7889912880176096}",20,0,-120.0650435017031,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 2}",0
239,False,"{'a': 0.001, 'e': 0.7882026910937704}",20,0,-131.655884484759,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
240,False,"{'a': 0.001, 'e': 0.7874148823726879}",20,0,-92.51526604721883,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
241,False,"{'a': 0.001, 'e': 0.7866278610665535}",25,0,-122.1144828317989,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
242,False,"{'a': 0.001, 'e': 0.7858416263883455}",20,0,-70.88502530305166,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
243,False,"{'a': 0.001, 'e': 0.7850561775518295}",25,0,-71.39746110386639,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
244,False,"{'a': 0.001, 'e': 0.7842715137715565}",25,14,6.2272694779948345,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.001, 'e': 0.7834876342628625}",25,0,-166.26975714129057,"{0: 17, 1: 0, 2: 4, 3: 1, 4: 3}",0
246,False,"{'a': 0.001, 'e': 0.7827045382418681}",30,0,-63.25737592313338,"{0: 20, 1: 5, 2: 4, 3: 1, 4: 0}",0
247,False,"{'a': 0.001, 'e': 0.7819222249254772}",20,8,11.523864720267724,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.001, 'e': 0.7811406935313765}",25,0,-169.40038847045105,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
249,False,"{'a': 0.001, 'e': 0.7803599432780343}",20,15,6.50502401220741,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.001, 'e': 0.7795799733847004}",25,2,-148.33049392354565,"{0: 14, 1: 0, 2: 5, 3: 2, 4: 2}",1
251,False,"{'a': 0.001, 'e': 0.7788007830714049}",25,0,-78.73876852473164,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
252,False,"{'a': 0.001, 'e': 0.7780223715589573}",20,0,-96.33966192231833,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
253,False,"{'a': 0.001, 'e': 0.7772447380689461}",25,0,-97.62515697290902,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
254,False,"{'a': 0.001, 'e': 0.7764678818237378}",20,12,-21.751041837741028,"{0: 5, 1: 2, 2: 0, 3: 1, 4: 0}",1
255,False,"{'a': 0.001, 'e': 0.775691802046476}",20,9,-28.267133360052203,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 0}",1
256,False,"{'a': 0.001, 'e': 0.774916497961081}",25,18,-9.832210753558876,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
257,False,"{'a': 0.001, 'e': 0.7741419687922484}",30,0,-21.254868778743543,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 0}",0
258,False,"{'a': 0.001, 'e': 0.7733682137654491}",20,0,-78.41515197464,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
259,False,"{'a': 0.001, 'e': 0.772595232106928}",20,0,-48.18239148496702,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
260,False,"{'a': 0.001, 'e': 0.7718230230437034}",25,0,-163.90096383367654,"{0: 12, 1: 2, 2: 7, 3: 3, 4: 1}",0
261,False,"{'a': 0.001, 'e': 0.7710515858035663}",20,0,-128.06529342010796,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
262,False,"{'a': 0.001, 'e': 0.7702809196150792}",25,1,-144.4270108027231,"{0: 17, 1: 0, 2: 3, 3: 1, 4: 3}",1
263,False,"{'a': 0.001, 'e': 0.7695110237075758}",20,0,-82.15496702485831,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
264,False,"{'a': 0.001, 'e': 0.7687418973111603}",20,0,-152.48650998691204,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
265,False,"{'a': 0.001, 'e': 0.7679735396567061}",30,0,-89.96332004876624,"{0: 20, 1: 4, 2: 5, 3: 0, 4: 1}",0
266,False,"{'a': 0.001, 'e': 0.7672059499758557}",30,19,-5.187698018839915,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
267,False,"{'a': 0.001, 'e': 0.7664391275010192}",25,0,-142.49055655962027,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
268,False,"{'a': 0.001, 'e': 0.7656730714653739}",20,0,-151.53056764892085,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
269,False,"{'a': 0.001, 'e': 0.764907781102864}",30,0,-85.95599949676073,"{0: 20, 1: 0, 2: 9, 3: 1, 4: 0}",0
270,False,"{'a': 0.001, 'e': 0.764143255648199}",20,10,-10.587176314990296,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
271,False,"{'a': 0.001, 'e': 0.7633794943368531}",30,0,-254.8416829000278,"{0: 14, 1: 2, 2: 10, 3: 0, 4: 4}",1
272,False,"{'a': 0.001, 'e': 0.7626164964050653}",20,0,-144.96614312360492,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
273,False,"{'a': 0.001, 'e': 0.7618542610898376}",20,0,-67.33996170348425,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
274,False,"{'a': 0.001, 'e': 0.7610927876289343}",20,0,-38.73591161264497,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
275,False,"{'a': 0.001, 'e': 0.7603320752608821}",25,0,-80.4314322055644,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
276,False,"{'a': 0.001, 'e': 0.7595721232249685}",20,0,-106.04639307497101,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
277,False,"{'a': 0.001, 'e': 0.7588129307612413}",20,12,-8.63802569125123,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
278,False,"{'a': 0.001, 'e': 0.7580544971105083}",20,0,-91.43924284399135,"{0: 11, 1: 5, 2: 2, 3: 1, 4: 1}",0
279,False,"{'a': 0.001, 'e': 0.7572968215143355}",25,0,-150.73792118403517,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 3}",0
280,False,"{'a': 0.001, 'e': 0.7565399032150474}",25,0,-72.67636457027103,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
281,False,"{'a': 0.001, 'e': 0.7557837414557255}",30,0,-111.57692933361203,"{0: 18, 1: 5, 2: 6, 3: 0, 4: 1}",0
282,False,"{'a': 0.001, 'e': 0.755028335480208}",25,0,-60.70427197052577,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
283,False,"{'a': 0.001, 'e': 0.754273684533089}",25,0,-21.176621065372775,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",0
284,False,"{'a': 0.001, 'e': 0.7535197878597172}",30,0,-109.09477342505045,"{0: 19, 1: 7, 2: 2, 3: 0, 4: 2}",0
285,False,"{'a': 0.001, 'e': 0.7527666447061963}",20,0,-67.13156546908884,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
286,False,"{'a': 0.001, 'e': 0.7520142543193826}",25,3,-116.95967400219614,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 2}",1
287,False,"{'a': 0.001, 'e': 0.751262615946886}",30,13,-32.16255279310476,"{0: 13, 1: 3, 2: 0, 3: 0, 4: 1}",1
288,False,"{'a': 0.001, 'e': 0.750511728837068}",25,2,-103.45297238759427,"{0: 15, 1: 1, 2: 4, 3: 2, 4: 1}",1
289,False,"{'a': 0.001, 'e': 0.7497615922390413}",20,0,-67.05525427206835,"{0: 14, 1: 4, 2: 0, 3: 1, 4: 1}",0
290,False,"{'a': 0.001, 'e': 0.7490122054026693}",25,9,5.341853433802428,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
291,False,"{'a': 0.001, 'e': 0.7482635675785653}",20,0,-109.38180219577227,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
292,False,"{'a': 0.001, 'e': 0.747515678018091}",20,0,-62.53866956128721,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
293,False,"{'a': 0.001, 'e': 0.7467685359733571}",20,0,-73.66922945723849,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
294,False,"{'a': 0.001, 'e': 0.7460221406972215}",30,18,-20.696498459080782,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
295,False,"{'a': 0.001, 'e': 0.7452764914432887}",20,14,-0.8408950018181427,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
296,False,"{'a': 0.001, 'e': 0.7445315874659094}",20,0,-74.40933539328749,"{0: 13, 1: 0, 2: 5, 3: 2, 4: 0}",0
297,False,"{'a': 0.001, 'e': 0.7437874280201796}",25,0,-106.71809518043757,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",1
298,False,"{'a': 0.001, 'e': 0.7430440123619398}",20,4,-141.52397344344493,"{0: 8, 1: 3, 2: 2, 3: 0, 4: 3}",1
299,False,"{'a': 0.001, 'e': 0.7423013397477743}",30,14,2.769447341385715,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
300,False,"{'a': 0.001, 'e': 0.7415594094350105}",25,0,-98.08529951789856,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
301,False,"{'a': 0.001, 'e': 0.7408182206817179}",25,0,-120.1050838187199,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
302,False,"{'a': 0.001, 'e': 0.7400777727467076}",20,0,-80.63483769107877,"{0: 10, 1: 3, 2: 6, 3: 1, 4: 0}",0
303,False,"{'a': 0.001, 'e': 0.7393380648895319}",20,0,-104.98002968471658,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
304,False,"{'a': 0.001, 'e': 0.7385990963704826}",20,0,-105.04503368997794,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
305,False,"{'a': 0.001, 'e': 0.7378608664505911}",25,0,-127.34455330517143,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
306,False,"{'a': 0.001, 'e': 0.7371233743916278}",30,0,-75.14723973007968,"{0: 24, 1: 2, 2: 2, 3: 0, 4: 2}",0
307,False,"{'a': 0.001, 'e': 0.7363866194561001}",20,0,-24.27894032901771,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
308,False,"{'a': 0.001, 'e': 0.7356506009072533}",30,6,-20.953025535206308,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 0}",1
309,False,"{'a': 0.001, 'e': 0.7349153180090687}",20,0,-70.49388839911688,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
310,False,"{'a': 0.001, 'e': 0.7341807700262634}",20,0,-108.71062077301774,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
311,False,"{'a': 0.001, 'e': 0.7334469562242892}",20,0,-16.744123035186803,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
312,False,"{'a': 0.001, 'e': 0.7327138758693325}",35,9,-141.58569512700046,"{0: 14, 1: 1, 2: 8, 3: 2, 4: 1}",1
313,False,"{'a': 0.001, 'e': 0.7319815282283126}",30,19,8.782346592457426,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
314,False,"{'a': 0.001, 'e': 0.731249912568882}",20,0,-5.955324865614736,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
315,False,"{'a': 0.001, 'e': 0.7305190281594249}",25,12,-18.18977091692649,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
316,False,"{'a': 0.001, 'e': 0.7297888742690568}",25,0,-100.16009912424606,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
317,False,"{'a': 0.001, 'e': 0.7290594501676237}",30,0,-238.65571937369978,"{0: 17, 1: 2, 2: 5, 3: 2, 4: 4}",0
318,False,"{'a': 0.001, 'e': 0.7283307551257017}",20,0,-64.48006603248422,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
319,False,"{'a': 0.001, 'e': 0.7276027884145955}",35,0,-32.6224417883781,"{0: 28, 1: 3, 2: 3, 3: 1, 4: 0}",0
320,False,"{'a': 0.001, 'e': 0.7268755493063382}",20,14,11.468012854156886,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.001, 'e': 0.7261490370736909}",25,0,-207.77118513135207,"{0: 14, 1: 0, 2: 5, 3: 3, 4: 3}",0
322,False,"{'a': 0.001, 'e': 0.7254232509901412}",20,3,-146.61217872999111,"{0: 9, 1: 0, 2: 4, 3: 2, 4: 2}",1
323,False,"{'a': 0.001, 'e': 0.7246981903299029}",20,0,-112.59836191987307,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
324,False,"{'a': 0.001, 'e': 0.7239738543679153}",20,0,-96.3588522947506,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",1
325,False,"{'a': 0.001, 'e': 0.7232502423798424}",25,0,-207.11416544148514,"{0: 15, 1: 0, 2: 6, 3: 0, 4: 4}",0
326,False,"{'a': 0.001, 'e': 0.7225273536420722}",25,0,-144.14060643975486,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
327,False,"{'a': 0.001, 'e': 0.7218051874317158}",30,0,-221.4806772631817,"{0: 15, 1: 4, 2: 6, 3: 2, 4: 3}",0
328,False,"{'a': 0.001, 'e': 0.721083743026607}",20,0,-38.57018340290035,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
329,False,"{'a': 0.001, 'e': 0.7203630197053014}",30,18,-45.28519139547957,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 1}",1
330,False,"{'a': 0.001, 'e': 0.7196430167470754}",25,0,-75.6879494703332,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",0
331,False,"{'a': 0.001, 'e': 0.7189237334319262}",30,17,-41.496198598540076,"{0: 8, 1: 2, 2: 2, 3: 1, 4: 0}",1
332,False,"{'a': 0.001, 'e': 0.7182051690405703}",30,0,-181.846642924056,"{0: 22, 1: 0, 2: 3, 3: 1, 4: 4}",0
333,False,"{'a': 0.001, 'e': 0.7174873228544433}",25,0,-83.33268739073178,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
334,False,"{'a': 0.001, 'e': 0.716770194155699}",25,6,-7.726604453251843,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 0}",1
335,False,"{'a': 0.001, 'e': 0.7160537822272085}",20,0,-65.71342693654805,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
336,False,"{'a': 0.001, 'e': 0.7153380863525599}",20,11,-52.69238929989325,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
337,False,"{'a': 0.001, 'e': 0.7146231058160573}",25,0,-103.72023587209698,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
338,False,"{'a': 0.001, 'e': 0.71390883990272}",25,0,-137.92052109258734,"{0: 14, 1: 1, 2: 7, 3: 2, 4: 1}",0
339,False,"{'a': 0.001, 'e': 0.7131952878982822}",25,0,-42.51433822202693,"{0: 19, 1: 3, 2: 1, 3: 2, 4: 0}",0
340,False,"{'a': 0.001, 'e': 0.7124824490891918}",20,2,-9.517455891435183,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
341,False,"{'a': 0.001, 'e': 0.7117703227626097}",30,0,-114.30276212997022,"{0: 22, 1: 3, 2: 1, 3: 2, 4: 2}",0
342,False,"{'a': 0.001, 'e': 0.7110589082064097}",20,0,-36.34054266876218,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
343,False,"{'a': 0.001, 'e': 0.7103482047091773}",20,0,-30.636470304570746,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
344,False,"{'a': 0.001, 'e': 0.7096382115602087}",20,0,-11.574777946538346,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
345,False,"{'a': 0.001, 'e': 0.7089289280495107}",25,0,-42.84574011790596,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
346,False,"{'a': 0.001, 'e': 0.7082203534678}",20,0,-44.83023767022801,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
347,False,"{'a': 0.001, 'e': 0.7075124871065017}",20,0,-94.83923462114404,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
348,False,"{'a': 0.001, 'e': 0.7068053282577494}",20,0,-43.89120218092139,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
349,False,"{'a': 0.001, 'e': 0.7060988762143844}",25,0,-58.37387431589922,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
350,False,"{'a': 0.001, 'e': 0.7053931302699543}",20,3,-57.41154770498118,"{0: 12, 1: 0, 2: 3, 3: 2, 4: 0}",1
351,False,"{'a': 0.001, 'e': 0.7046880897187134}",20,0,-114.00466698885253,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
352,False,"{'a': 0.001, 'e': 0.7039837538556208}",30,3,-18.965250728546984,"{0: 22, 1: 2, 2: 2, 3: 1, 4: 0}",1
353,False,"{'a': 0.001, 'e': 0.7032801219763409}",20,0,-18.767678840151174,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
354,False,"{'a': 0.001, 'e': 0.7025771933772416}",25,0,-125.09675177801296,"{0: 13, 1: 4, 2: 5, 3: 2, 4: 1}",0
355,False,"{'a': 0.001, 'e': 0.701874967355394}",30,14,1.5501581132247413,"{0: 12, 1: 4, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.001, 'e': 0.7011734432085724}",30,0,-70.4941089327859,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",0
357,False,"{'a': 0.001, 'e': 0.7004726202352524}",25,6,-17.27241083108077,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 0}",1
358,False,"{'a': 0.001, 'e': 0.699772497734611}",25,3,-126.1569604193458,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 2}",1
359,False,"{'a': 0.001, 'e': 0.6990730750065257}",25,0,0.033557938225210915,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
360,False,"{'a': 0.001, 'e': 0.6983743513515736}",30,15,-90.35844449304857,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 2}",1
361,False,"{'a': 0.001, 'e': 0.697676326071031}",25,0,-120.59409996923105,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
362,False,"{'a': 0.001, 'e': 0.6969789984668727}",25,11,-6.796673328887396,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
363,False,"{'a': 0.001, 'e': 0.696282367841771}",25,14,-42.97632874956365,"{0: 7, 1: 1, 2: 1, 3: 2, 4: 0}",1
364,False,"{'a': 0.001, 'e': 0.6955864334990951}",25,0,-25.895362604416366,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
365,False,"{'a': 0.001, 'e': 0.6948911947429106}",30,0,-130.11508286808544,"{0: 22, 1: 0, 2: 4, 3: 2, 4: 2}",1
366,False,"{'a': 0.001, 'e': 0.6941966508779789}",30,0,-140.24330129087983,"{0: 19, 1: 2, 2: 5, 3: 3, 4: 1}",0
367,False,"{'a': 0.001, 'e': 0.6935028012097558}",20,0,-73.7136635674261,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
368,False,"{'a': 0.001, 'e': 0.6928096450443917}",25,0,-47.69462171480319,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
